Date,Time,Trade_ID,Action,Coin,Symbol,Side,Leverage,Entry_Price,Liquidation_Price,Quantity,Notional_USD,Margin_Used,Stop_Loss,Take_Profit,TP_Type,Exit_Price,Exit_Time,PnL_USD,PnL_Percent,Exit_Reason,Trade_Duration_Minutes,Expected_TP_Profit,Monitoring_Status,Liquidation_Safety_Buffer
2025-07-14,00:27:43,TRXUSDT_1752420463,ENTRY,TRX,TRXUSDT,long,20,0.30353,0.2901686,658.0,199.72274,100,0.3025762996348639,0.3050355505477041,Manual Setup,0.30422,01:36:54,0.4540199999999792,0.4540199999999792,MANUAL_EXIT,69.18333333333334,0.9906522603892788,COMPLETELY_FIXED_ACTIVE,1.5%
2025-07-14,01:41:30,SYRUPUSDT_1752424890,ENTRY,SYRUP,SYRUPUSDT,long,20,0.4919244,0.47180024,406.73554055,200.0831367437344,10,0.4809115765510068,0.5133368468979863,ATR SL/TP (1:2 R:R),0.48596,02:26:10,-2.425933458056412,-24.25933458056412,EXTERNAL_CLOSE,44.66666666666666,8.709203163550638,COMPLETELY_FIXED_ACTIVE,1.5%
2025-07-14,02:26:13,SYRUPUSDT_1752427573,ENTRY,SYRUP,SYRUPUSDT,long,20,0.4919243596059,0.47180024,406.0,199.7212899999953,100,0.4809115765510068,0.5133368468979863,Manual Setup,0.4875,02:34:40,-1.7962899999953943,-1.7962899999953943,EXTERNAL_CLOSE,8.45,8.693469840587053,COMPLETELY_FIXED_ACTIVE,1.5%
2025-07-14,02:34:44,SYRUPUSDT_1752428084,ENTRY,SYRUP,SYRUPUSDT,long,20,0.4919243596059,0.47180024,406.0,199.7212899999953,100,0.4809115765510068,0.5133368468979863,Manual Setup,0.49014,02:43:48,-0.7244499999953815,-0.7244499999953815,EXTERNAL_CLOSE,9.066666666666666,8.693469840587053,COMPLETELY_FIXED_ACTIVE,1.5%
2025-07-14,02:43:50,SYRUPUSDT_1752428630,ENTRY,SYRUP,SYRUPUSDT,long,20,0.4919243596059,0.47180024,406.0,199.7212899999953,100,0.4809115765510068,0.5133368468979863,Manual Setup,0.48841,03:16:09,-1.4268299999953853,-1.4268299999953853,EXTERNAL_CLOSE,32.31666666666667,8.693469840587053,COMPLETELY_FIXED_ACTIVE,1.5%
2025-07-14,03:16:09,SYRUPUSDT_1752430569,ENTRY,SYRUP,SYRUPUSDT,long,20,0.4919243596059,0.47180024,406.0,199.7212899999953,100,0.4809115765510068,0.5133368468979863,Manual Setup,0.49208,03:24:57,0.0631900000046173,0.0631900000046173,EXTERNAL_CLOSE,8.8,8.693469840587053,COMPLETELY_FIXED_ACTIVE,1.5%
2025-07-14,03:25:00,SYRUPUSDT_1752431100,ENTRY,SYRUP,SYRUPUSDT,long,20,0.4919243596059,0.47180024,406.0,199.7212899999953,100,0.4809115765510068,0.5133368468979863,Manual Setup,0.49202,04:21:25,0.0388300000046155,0.0388300000046155,EXTERNAL_CLOSE,56.41666666666666,8.693469840587053,COMPLETELY_FIXED_ACTIVE,1.5%
2025-07-14,04:21:27,SYRUPUSDT_1752434487,ENTRY,SYRUP,SYRUPUSDT,long,20,0.4919243596059,0.47180024,406.0,199.7212899999953,100,0.4809115765510068,0.5133368468979863,Manual Setup,0.4926,04:22:10,0.2743100000046031,0.2743100000046031,EXTERNAL_CLOSE,0.7166666666666667,8.693469840587053,COMPLETELY_FIXED_ACTIVE,1.5%
2025-07-14,04:22:13,SYRUPUSDT_1752434533,ENTRY,SYRUP,SYRUPUSDT,long,20,0.4919243596059,0.47180024,406.0,199.7212899999953,100,0.4809115765510068,0.5133368468979863,Manual Setup,0.4937,04:33:14,0.7209100000046216,0.7209100000046216,EXTERNAL_CLOSE,11.016666666666667,8.693469840587053,COMPLETELY_FIXED_ACTIVE,1.5%
2025-07-14,04:33:14,SYRUPUSDT_1752435194,ENTRY,SYRUP,SYRUPUSDT,long,20,0.4919243596059,0.47180024,406.0,199.7212899999953,100,0.4809115765510068,0.5133368468979863,Manual Setup,0.4909,04:36:40,-0.4158899999953884,-0.4158899999953884,EXTERNAL_CLOSE,3.433333333333333,8.693469840587053,COMPLETELY_FIXED_ACTIVE,1.5%
