Date,Time,Action,Coin,Symbol,Side,Leverage,Entry_Price,Quantity,Notional_USD,Margin_Used,Stop_Loss,Take_Profit,TP_Type,ATR_TP,Fixed_TP,Use_Breakeven,Exit_Price,Exit_Time,PnL_USD,PnL_Percent,Exit_Reason,Trade_Duration_Minutes,Stop_Moved_Breakeven
2025-07-08,20:47:44,ENTRY,LDO,LDOUSDT,long,30,0.7176,278.6291446,199.94427416496,10.2,0.7129251261225479,0.7251123108161781,ATR-based (1:1.5),0.7251123108161781,0.735745,False,,,,,,,False
2025-07-08,21:55:09,EXIT,LDO,LDOUSDT,long,20,0.7176,278.6291446,199.94427416496,10.0,0.7129251261225479,0.7251123108161781,ATR-based (1:1.5),0.7251123108161781,0.735745,False,0.7221,21:55:09,1.2538311506999855,12.538311506999856,MANUAL_CLOSE,67.0,False
2025-07-08,22:11:07,ENTRY,WOO,WOOUSDT,short,30,0.06777,4426.73749446,299.9999999995542,10.0,0.0682267487183296,0.0670848769225055,ATR-based (1:1.5),0.0670848769225055,0.0660757499999999,False,,,,,,,False
2025-07-08,22:28:23,EXIT,WOO,WOOUSDT,short,30,0.06777,4426.73749446,299.9999999995542,10.0,0.0682267487183296,0.0670848769225055,ATR-based (1:1.5),0.0670848769225055,0.0660757499999999,False,0.06762,22:28:23,0.6640106241689883,6.640106241689884,MANUAL_CLOSE,17.0,False
2025-07-08,22:43:04,ENTRY,SANTOS,SANTOSUSDT,long,30,1.97382303,152.0527116,300.1251439300282,10.0,1.9476594917957573,2.011010762306364,ATR-based (1:1.5),2.011010762306364,2.022325,False,,,,,,,False
2025-07-08,22:50:34,EXIT,SANTOS,SANTOSUSDT,long,30,1.97382303,152.0527116,300.1251439300282,10.0,1.9476594917957573,2.011010762306364,ATR-based (1:1.5),2.011010762306364,2.022325,False,1.974,22:50:34,0.0269087683718602,0.2690876837186021,MANUAL_CLOSE,7.0,False
2025-07-08,23:51:33,ENTRY,TST,TSTUSDT,short,20,0.04059,4927.32200049,199.99999999988913,10.0,0.04077572962881789,0.040311405556773164,ATR-based (1:1.5),0.040311405556773164,0.03957525,False,,,,,,,False
