Date,Time,Action,Coin,Symbol,Side,Leverage,Entry_Price,Quantity,Notional_USD,Margin_Used,Stop_Loss,Take_Profit,TP_Type,ATR_TP,Fixed_TP,Exit_Price,Exit_Time,PnL_USD,PnL_Percent,Exit_Reason,Trade_Duration_Minutes,Stop_Moved_Breakeven
2025-07-06,21:00:32,ENTRY,HIFI/,HIFI/USDT,long,20,0.087,1380.8,120.12959999999998,6,0.0849080828215633,0.0911838343568733,ATR-based (1:2.0),0.0911838343568733,0.0891749999999999,,,,,,,False
2025-07-06,23:31:44,EXIT,HIFI/,HIFI/USDT,long,20,0.087,1380.8,120.12959999999998,6,0.08490808282156331,0.09118383435687336,ATR-based (1:2.0),0.09118383435687336,0.08917499999999999,0.087,23:31:44,0.0,0.0,MANUAL_CLOSE,151.0,False
