timestamp,open,high,low,close,volume
2025-05-19 00:00:00,106454.27,107108.62,106324.22,106542.32,1034.04847
2025-05-19 00:15:00,106542.32,106691.24,106106.13,106109.5,654.62895
2025-05-19 00:30:00,106109.5,106170.86,105390.22,105521.73,414.54575
2025-05-19 00:45:00,105521.74,105521.74,105165.44,105260.88,388.8938
2025-05-19 01:00:00,105260.88,105416.67,104913.04,105059.92,352.99276
2025-05-19 01:15:00,105059.91,105217.4,104742.53,105077.7,316.61337
2025-05-19 01:30:00,105077.69,105279.57,104846.88,104965.84,188.94265
2025-05-19 01:45:00,104965.83,105192.06,104917.51,105059.97,122.18383
2025-05-19 02:00:00,105059.97,105192.17,104569.55,104590.02,315.02333
2025-05-19 02:15:00,104590.01,104900.27,104569.0,104893.21,181.34729
2025-05-19 02:30:00,104893.21,105069.01,104800.01,104800.02,364.54962
2025-05-19 02:45:00,104800.01,104877.8,104580.0,104645.15,203.04691
2025-05-19 03:00:00,104645.15,104645.15,104166.43,104166.44,259.48594
2025-05-19 03:15:00,104166.44,104331.86,104100.0,104217.39,210.82316
2025-05-19 03:30:00,104217.4,104247.47,103818.0,103819.28,348.86657
2025-05-19 03:45:00,103819.09,103973.67,103534.47,103605.88,474.4217
2025-05-19 04:00:00,103605.9,103779.99,102923.59,103670.11,1050.54701
2025-05-19 04:15:00,103670.11,103670.11,103207.02,103310.16,365.02447
2025-05-19 04:30:00,103310.17,103534.19,103037.89,103280.6,406.40814
2025-05-19 04:45:00,103280.6,103284.96,102789.0,103002.07,605.07572
2025-05-19 05:00:00,103002.07,103073.82,102641.0,102986.79,398.30192
2025-05-19 05:15:00,102986.79,102986.79,102654.0,102725.0,469.21362
2025-05-19 05:30:00,102725.0,103118.57,102513.87,103042.63,786.15
2025-05-19 05:45:00,103042.64,103053.16,102842.75,103032.01,383.0237
2025-05-19 06:00:00,103032.0,103195.67,102832.53,103110.92,405.32349
2025-05-19 06:15:00,103110.91,103110.91,102600.0,102628.73,298.53671
2025-05-19 06:30:00,102628.73,102633.3,102000.0,102406.44,1199.24361
2025-05-19 06:45:00,102406.45,102517.98,102208.0,102208.0,397.29836
2025-05-19 07:00:00,102208.01,102687.93,102173.91,102608.7,379.43939
2025-05-19 07:15:00,102608.69,102888.9,102571.42,102820.03,257.80888
2025-05-19 07:30:00,102820.02,103167.43,102814.13,103164.9,167.24097
2025-05-19 07:45:00,103164.9,103356.8,103164.89,103226.29,330.40169
2025-05-19 08:00:00,103226.29,103271.83,102976.45,103149.87,216.85993
2025-05-19 08:15:00,103149.86,103357.6,103100.0,103250.95,179.99755
2025-05-19 08:30:00,103250.95,103250.95,102920.57,102980.55,165.49141
2025-05-19 08:45:00,102980.55,103242.28,102956.52,103233.9,147.80485
2025-05-19 09:00:00,103233.9,103425.53,102999.99,103164.85,470.22262
2025-05-19 09:15:00,103164.85,103277.44,103104.75,103239.99,158.7297
2025-05-19 09:30:00,103239.99,103304.35,103156.0,103252.01,88.34847
2025-05-19 09:45:00,103252.0,103252.01,103020.0,103061.61,85.12081
2025-05-19 10:00:00,103061.62,103087.6,102853.81,102882.33,168.27046
2025-05-19 10:15:00,102882.33,103090.07,102869.57,103043.49,206.72786
2025-05-19 10:30:00,103043.5,103073.55,102945.45,102956.52,180.26105
2025-05-19 10:45:00,102956.53,103072.36,102884.24,102915.5,85.13518
2025-05-19 11:00:00,102915.5,103016.7,102782.6,102869.57,123.57266
2025-05-19 11:15:00,102869.56,103067.83,102850.4,103047.91,204.25897
2025-05-19 11:30:00,103047.91,103056.62,102921.62,103039.48,133.37874
2025-05-19 11:45:00,103039.48,103066.46,102959.25,102963.41,69.1589
2025-05-19 12:00:00,102963.4,102963.41,102658.99,102662.61,245.41899
2025-05-19 12:15:00,102662.6,102662.61,102443.3,102608.7,195.86741
2025-05-19 12:30:00,102608.69,102636.8,102126.16,102393.55,433.80681
2025-05-19 12:45:00,102393.55,102479.95,102270.55,102479.95,177.69297
2025-05-19 13:00:00,102479.94,102590.01,102340.0,102345.36,170.37886
2025-05-19 13:15:00,102345.36,102565.22,102321.83,102523.81,108.69686
2025-05-19 13:30:00,102523.81,103032.47,102391.97,103032.46,541.32372
2025-05-19 13:45:00,103032.47,103527.89,103015.24,103294.11,734.22506
2025-05-19 14:00:00,103294.11,103591.78,103181.67,103478.26,524.54145
2025-05-19 14:15:00,103478.26,103755.52,103320.76,103414.51,365.52075
2025-05-19 14:30:00,103414.51,103870.13,103414.51,103727.13,259.38345
2025-05-19 14:45:00,103727.14,104369.0,103727.14,104328.11,477.74564
2025-05-19 15:00:00,104328.11,104600.0,104266.14,104574.99,394.04711
2025-05-19 15:15:00,104574.99,104687.41,104366.75,104457.87,527.53383
2025-05-19 15:30:00,104457.87,104950.0,104424.29,104869.56,569.01825
2025-05-19 15:45:00,104869.57,104968.75,104717.93,104786.41,346.62987
2025-05-19 16:00:00,104786.42,104897.32,104491.53,104586.78,407.27116
2025-05-19 16:15:00,104586.78,105108.01,104577.53,105108.01,515.19861
2025-05-19 16:30:00,105108.0,105115.42,104754.58,104952.81,240.39278
2025-05-19 16:45:00,104952.8,105435.49,104912.2,105356.44,337.41471
2025-05-19 17:00:00,105356.43,105550.01,105027.63,105045.45,445.5923
2025-05-19 17:15:00,105045.45,105399.99,104940.77,105233.52,351.16375
2025-05-19 17:30:00,105233.52,105364.22,105018.49,105281.42,318.28306
2025-05-19 17:45:00,105281.42,105453.39,105210.17,105380.95,168.53532
2025-05-19 18:00:00,105380.96,105561.76,105218.12,105304.61,199.20859
2025-05-19 18:15:00,105304.6,105369.73,105056.1,105155.07,173.2997
2025-05-19 18:30:00,105155.07,105155.07,104721.98,104956.52,418.78587
2025-05-19 18:45:00,104956.53,105015.76,104703.66,104778.98,145.88812
2025-05-19 19:00:00,104778.99,104923.99,104633.55,104877.71,130.60321
2025-05-19 19:15:00,104877.71,105065.09,104836.42,104908.77,212.67245
2025-05-19 19:30:00,104908.77,105493.49,104908.76,105459.34,250.13838
2025-05-19 19:45:00,105459.33,105549.99,105390.78,105517.7,188.90766
2025-05-19 20:00:00,105517.64,105788.87,105375.23,105397.32,324.05662
2025-05-19 20:15:00,105397.32,105760.14,105397.32,105723.0,127.37833
2025-05-19 20:30:00,105723.0,105723.0,105344.09,105392.23,124.84215
2025-05-19 20:45:00,105392.23,105485.87,105321.54,105468.0,107.20067
2025-05-19 21:00:00,105468.0,105514.79,105317.92,105426.39,92.2227
2025-05-19 21:15:00,105426.39,105459.99,105016.27,105028.81,116.48263
2025-05-19 21:30:00,105028.81,105264.33,105028.8,105264.33,351.06665
2025-05-19 21:45:00,105264.32,105504.56,105264.32,105474.67,208.93728
2025-05-19 22:00:00,105474.67,105572.66,105392.51,105447.53,357.24408
2025-05-19 22:15:00,105447.54,105447.54,105182.86,105207.67,424.38317
2025-05-19 22:30:00,105207.67,105398.71,105203.93,105390.0,482.66268
2025-05-19 22:45:00,105389.99,105644.41,105389.99,105549.92,105.33555
2025-05-19 23:00:00,105549.92,105829.99,105549.92,105677.64,194.05662
2025-05-19 23:15:00,105677.65,105706.1,105464.47,105466.14,77.5371
2025-05-19 23:30:00,105466.14,105621.52,105455.57,105603.53,100.84067
2025-05-19 23:45:00,105603.54,105680.35,105551.15,105573.74,77.8107
2025-05-20 00:00:00,105573.73,106000.0,105554.31,105999.99,319.26205
2025-05-20 00:15:00,105999.99,106569.99,105636.36,105643.99,1064.1942
2025-05-20 00:30:00,105643.99,106159.81,105580.97,105914.47,321.08472
2025-05-20 00:45:00,105914.47,105987.48,105670.46,105727.27,195.19939
2025-05-20 01:00:00,105727.27,106110.72,105701.46,105815.19,193.40522
2025-05-20 01:15:00,105815.19,106269.54,105727.27,106109.97,484.69867
2025-05-20 01:30:00,106109.96,106621.21,106105.65,106352.1,379.63238
2025-05-20 01:45:00,106352.1,106789.58,106227.27,106450.0,348.5614
2025-05-20 02:00:00,106450.01,106789.58,106440.0,106649.89,227.68366
2025-05-20 02:15:00,106649.9,106853.27,106438.58,106461.75,254.94121
2025-05-20 02:30:00,106461.75,106526.27,106230.76,106230.77,370.50041
2025-05-20 02:45:00,106230.76,106269.21,106000.0,106099.99,315.52201
2025-05-20 03:00:00,106100.0,106180.75,105922.66,105927.0,230.41995
2025-05-20 03:15:00,105927.0,106172.29,105863.63,106097.61,639.49081
2025-05-20 03:30:00,106097.61,106097.62,105686.73,105723.14,272.49163
2025-05-20 03:45:00,105723.15,105780.0,105533.01,105761.92,133.46556
2025-05-20 04:00:00,105761.92,105804.65,105545.45,105604.98,90.89049
2025-05-20 04:15:00,105604.98,105700.0,105545.45,105571.66,69.10442
2025-05-20 04:30:00,105571.65,105776.72,105545.45,105719.38,110.98831
2025-05-20 04:45:00,105719.38,106250.0,105719.37,106219.99,274.72669
2025-05-20 05:00:00,106220.0,106391.78,106067.36,106340.47,183.88559
2025-05-20 05:15:00,106340.47,106399.0,106276.64,106336.02,125.90036
2025-05-20 05:30:00,106336.02,106347.29,106085.17,106105.99,189.02941
2025-05-20 05:45:00,106106.0,106227.28,106079.27,106105.26,85.74828
2025-05-20 06:00:00,106105.26,106219.99,105831.58,105836.88,128.67437
2025-05-20 06:15:00,105836.87,105836.87,105381.02,105486.74,260.2158
2025-05-20 06:30:00,105486.74,105567.01,105432.06,105511.08,159.69337
2025-05-20 06:45:00,105511.09,105650.0,105454.54,105454.54,86.90289
2025-05-20 07:00:00,105454.55,105750.26,105237.09,105686.01,357.72681
2025-05-20 07:15:00,105686.01,105718.81,105460.84,105540.0,163.92784
2025-05-20 07:30:00,105540.0,105577.24,105081.33,105099.75,351.18838
2025-05-20 07:45:00,105099.75,105137.78,104928.44,105021.71,396.95033
2025-05-20 08:00:00,105021.7,105229.64,104899.92,104944.51,192.79055
2025-05-20 08:15:00,104944.5,105095.24,104885.5,104895.25,137.99038
2025-05-20 08:30:00,104895.24,105181.82,104847.16,105154.45,156.94246
2025-05-20 08:45:00,105154.46,105249.11,105124.82,105223.01,188.2168
2025-05-20 09:00:00,105223.0,105321.0,105186.31,105271.84,145.25481
2025-05-20 09:15:00,105271.83,105331.0,105243.49,105317.43,211.59849
2025-05-20 09:30:00,105317.43,105366.93,105317.42,105359.2,140.42085
2025-05-20 09:45:00,105359.21,105390.13,105258.57,105285.72,84.55997
2025-05-20 10:00:00,105285.72,105416.66,105181.81,105235.05,142.59411
2025-05-20 10:15:00,105235.05,105346.63,105110.27,105252.01,171.59067
2025-05-20 10:30:00,105252.01,105252.01,105029.88,105173.68,178.66914
2025-05-20 10:45:00,105173.68,105204.0,105022.72,105030.65,90.77393
2025-05-20 11:00:00,105030.65,105043.61,104956.52,105024.0,115.5822
2025-05-20 11:15:00,105023.99,105164.85,104913.04,105136.54,126.84371
2025-05-20 11:30:00,105136.54,105348.67,105136.54,105329.56,146.72826
2025-05-20 11:45:00,105329.56,105329.56,105168.34,105203.76,95.98609
2025-05-20 12:00:00,105203.75,105203.76,105006.1,105030.55,108.18557
